ID,中藥中文名,中藥拉丁學名,中藥英文名,中藥基原,西藥學名,建議處理方式,項次_x,研究設計,可能交互作用機轉,可能交互作用結果,參考文獻,項次_y,篇名,連結
2001,黃連解毒湯,拉丁學名：,英文名：,基原：,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫\r\r\n分析'],['機制未明'],['由\r\r\n1997至2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥黃連解毒湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2002,八味地黃丸,拉丁學名：,英文名：,基原：,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫\r\r\n分析'],['機制未明'],['由\r\r\n1997至2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥八味地黃丸，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2003,牡蠣,拉丁學名：OSTREAE CONCHA,英文名：Oyster Shell,基原：,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫分析'],['機制未明'],['由1997至\r\r\n2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥牡蠣，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2004,柏子仁,拉丁學名：PLATYCLADI SEMEN,英文名：Platycladi Seed,基原：,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫分析'],['機制未明'],['由1997至\r\r\n2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥柏子仁，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2005,獨活寄生湯,拉丁學名：,英文名：,基原：,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫\r\r\n分析'],['機制未明'],['由\r\r\n1997至2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥獨活寄生湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2006,續斷,拉丁學名：DIPSACI RADIX,英文名：Dipsacus Root,基原：本品為續斷科Dipsacaceae植物川續斷,學名：Allobarbital,由醫師調整用藥,['1'],['健保資料庫分析'],['機制未明'],['由1997至\r\r\n2012年健保資料庫分析，在西藥Allobarbital治療期間，合併使用中藥續斷，與對照組(無服用中藥)相較，不會增加腎衰竭風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2007,加味逍遙散,拉丁學名：,"英文名：Jiawei Siaoyao San Concentrated Preparation (Granules, Powder) ;  Jaiwei Xiaoyao San Concentrated Preparation (Granules, Powder)",基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保\r\r\n資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥加味逍遙散，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥加味逍遙散，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2008,延胡索,拉丁學名：CORYDALIS RHIZOMA,英文名：Corydalis Tuber,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫\r\r\n分析', '健保\r\r\n資料庫分析']","['機制未明', '機制未明']","['由\r\r\n1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥延胡索，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由\r\r\n1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥延胡索，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2009,疏經活血湯,拉丁學名：,英文名：,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保\r\r\n資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥疏經活血湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥疏經活血湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2010,丹參,拉丁學名：SALVIAE MILTIORRHIZAE RADIX ET RHIZOMA,英文名：Red Sage Root and Rhizome,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫\r\r\n分析']","['機制未明', '機制未明']","['由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥丹參，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥丹參，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2011,川芎茶調散,拉丁學名：,英文名：,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保\r\r\n資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥川芎茶調散，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥川芎茶調散，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2012,半夏瀉心湯,"拉丁學名：Banxia Xiesin Tang Concentrated Preparation (Granules, Powder)","英文名：Bansia Siexin Tang Concentrated Preparation (Granules, Powder)","基原：本品之稀乙醇抽提物不得少於24.0%，水抽提物不得少於29.0%，每日量含黃芩以黃芩苷(Baicalin, C21H18O11)計不得少於154 mg，含黃連以氯化小蘗鹼(Berberine chloride, C20H18ClNO4)計不得少於19 mg。",學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保\r\r\n資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥半夏瀉心湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥半夏瀉心湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2013,桔梗,拉丁學名：PLATYCODI RADIX,英文名：Platycodon Root,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫\r\r\n分析']","['機制未明', '機制未明']","['由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥桔梗，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥桔梗，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2014,芍藥甘草湯,拉丁學名：,英文名：,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保\r\r\n資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥芍藥甘草湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥芍藥甘草湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2015,甘草,拉丁學名：GLYCYRRHIZAE RADIX ET RHIZOMA,英文名：Liquorice Root and Rhizome,基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫\r\r\n分析']","['機制未明', '機制未明']","['由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥甘草，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥甘草，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2016,葛根湯,"拉丁學名：Ge Gen Tang Concentrated Preparation (Granules, Powder)","英文名：Ge Gen Tang Concentrated Preparation (Granules, Powder)",基原：,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫\r\r\n分析', '健保\r\r\n資料庫分析']","['機制未明', '機制未明']","['由\r\r\n1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥葛根湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由\r\r\n1997至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥葛根湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2017,黃芩,拉丁學名：,"英文名：Huang-Cin Concentrated Preparation (Granules, Powder) ; Huang-Qin Concentrated Preparation (Granules, Powder) ;  Scutellaria Root Concentrated Preparation (Granules, Powder)",基原：本品係由唇形科Labiatae植物黃芩,學名：Chlordiazepoxide,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫\r\r\n分析']","['機制未明', '機制未明']","['由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥黃芩，與對照組(無服用中藥)相較，不會增加腎衰竭風險。', '由1997\r\r\n至2012年健保資料庫分析，在西藥Chlordiazepoxide治療期間，合併使用中藥黃芩，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
